Country Name,Country Code,Series Name,Series Code,Version Name,Version Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Cuba,CUB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,18818812921.4661,20429213159.3276,21410400049.3541,22144120098.6667,22346416429.6733,24298901274.3784,25591702601.4173,27792788473.0599,29628653951.599,29900342387.6061,28373858467.9435,33710849177.8075,36660348117.9106,38623573390.0516,41682007151.736,43069813475.4968,41088197915.6399,40710110705.117,42679496637.6255,43034951672.0535,42818088923.4098,38472581774.3018,32089184095.5766,28152636659.8389,28611109153.0576,28073703202.9339,30014508442.9251,30687938485.0391,30333541514.6232,31897888721.1175,32684970807.4517,34012800121.386,34830736379.8489,36865676119.7917,38882460139.3661,42415499930.989,48293196406.4089,50078881007.0944,48905199995.9665,50736814332.6673,54440280262.2148,54485258833.3276,57370623573.7874,59063659956.7164,,,,,,
Curacao,CUW,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,3059188800.91296,3807646166.49397,4655209683.85912,4956483509.09579,5671368160.3991,5997594215.33402,5888696373.28807,6332337360.4946,6548903598.64858,7417758263.31343,7796169045.81726,7949543091.29479,8806932227.1213,9667999923.40887,10710966381.8128,11152732790.4487,10832518664.6531,12271024436.2003,11472173012.3667,12214719507.0249,12846433497.4265,12958148747.5379,13191176321.6473,15508814628.6622,14826197392.4949,15378524508.2061,16011936185.7179,16678296761.7033,17604639482.9643,18583863751.6223,19151479318.5351,19947359274.8456,21709433444.4601,22205315008.6969,21886363788.3069,21742303283.8276,22468045765.1003,21039633417.3952,19124132768.8992,19029524490.3253,20319994941.2058,20200790476.8158,,,
Czech Republic,CZE,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,96429817227.7559,100851050478.171,104455914566.137,110442761705.044,109019427955.066,111298368309.858,111430902326.093,113348271417.441,117625572632.956,121510334076.635,126588672123.034,132526781250.71,140119498820.211,145384887505.425,153869676863.717,155188831946.71,146308960542.273,147196808915.143,147774692467.055,148693751786.217,148948997695.369,,,,,,
Czechoslovakia,CSK,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dem. People's Rep. Korea,PRK,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,124451317047.809,127219412682.041,132677258073.5,142011609654.095,134278388915.06,135523566564.917,144259945802.015,147999655875.42,154055227192.916,156283542888.072,150683193774.268,146329020464.067,149696993853.898,154371073714.45,159786581945.88,166211826488.469,178321167031.203,179379944006.943,177125612120.856,176657801199.521,178953432783.379,180304282515.305,186384751774.371,186462964906.522,196781137125.086,203644389447.413,210199744005.088,215941378500.385,221398577940.238,227333660113.823,232232836150.911,235235840898.957,236568135574.762,238436696777.7,248526320184.825,257642419276.137,268722279376.199,267261096631.601,266137789821.196,254847078134.679,266721779903.21,268806641293.862,270927975238.945,279786065321.697,289628924175.484,294906032433.31,296271637350.397,,,
Djibouti,DJI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427011911.897685,,,,,,,,,
Dominican Republic,DOM,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,7900500840.68041,8260809926.69112,9225243614.84692,10174166607.506,11534105760.5839,10226814043.9482,11244983726.6798,11250043431.471,11120668883.4561,13197657834.6413,12969754427.9659,13034621710.7474,13544526783.8023,13138660354.2914,12124137769.1514,14167370034.5626,15165077376.2238,16403808721.2422,18101139564.5501,16498083191.246,17751610349.533,19755729716.5097,20898511774.3252,21949996949.0552,22977238575.9625,24744347829.3918,26922052893.5598,29134932601.086,30473138391.6917,31317261041.6036,32088337253.2345,32732327253.2808,30756231032.4962,31412079682.166,34248193006.3375,37277445701.2831,41985875056.1856,44072902905.3136,46113538580.4574,49455026023.505,49665240210.9545,51004143237.1006,51770712785.3798,55557630006.4152,61813470080.9798,65522942740.5777,,,
Early-demographic dividend,EAR,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,1405113646007.32,1472635504113.53,1598117826166.74,1657395482312.99,1711895795158.4,1783854487817.71,1863290879154.23,1929733799505.97,1971469636191.68,2149379196053.54,2291199029908.99,2258014445886.81,2755163542554.88,3183527315549.97,3662023938611.85,3602347204234.65,3476588888646.87,2976343779456.41,3094438282044.59,3383196673873.09,3342220352039.45,3571031669581.03,4038794613211.29,4416149697383.68,4488568358412.16,4128700795123.66,4251103437814.5,3813060583301.66,3731724767707.38,3665550407514.62,3607928034321.38,4272370558339,3891325556671.09,4650545780413.91,4930200163372.22,5379445320865.28,6367328376100.91,6562283548935.65,6656257436961.86,7192223728091.61,7631949509973.13,7871221415636.16,8155032452639.56,8395436128409.18,8717201922018.79,9037782580461.57,,,
East Asia & Pacific,EAP,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,2718932060283.19,2378602193701.54,2406204859722.15,1940167663425.97,1917709405121.31,1878588120152.95,1962625349991.64,2752088529965.01,2468706955697.94,3131851397504.75,3351067883985.72,3887842045983.75,4948870821540.77,5194386120458.07,5864252708876.21,6345085380191.82,6689546871790.67,7240802908093.77,7682437710938.48,8254460242823.48,8822336570090.9,9347281693998.91,,,
East Asia & Pacific (all income levels),EAS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,8561372797263.21,8420614913691,8515092049445.93,7918426666686.1,7948306282859.62,8107931547270.67,8264836799987.76,9170606972730.92,9001150115332.98,9890191834149.28,10220686406904.7,10888909661056.2,12165178422404.2,12211590218612.6,12722086967280.6,13574252515021.3,13965575650717.6,14696253869203.8,15342155908142.8,16011835955173.3,16870619075134.8,17477384423135.5,,,
East Asia & Pacific (IDA & IBRD),TEA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,2713783537571.62,2374098113737.58,2401648511827.35,1936493795503.59,1914078063768.33,1875030858188.38,1958908956582.5,2746877222736.05,2464032254915.49,3125920977879.76,3344722359814.39,3880480095545.5,4939499725369.02,5184550120763.73,5853148261398.8,6333070436286.45,6676879661564.03,7227091848973.57,7667890379795.93,8238829739710.6,8805630746189.01,9329581843091.99,,,
East Asia and the Pacific (IFC classification),CEA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTERN EUROPE,EER,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,15067661254.9976,15711879786.7313,15890289267.4122,17098967921.4549,19622108938.456,22085952503.1173,23643016968.6641,25195328079.1215,25808285614.6591,25620078725.4262,26922353077.5483,28706637513.3899,28611821989.035,26348924451.287,27006146645.3215,28165992606.5962,28098154310.4741,27183925306.6184,26085220324.6289,25870870906.5912,27842821131.3323,31451228206.5998,33426024588.568,31777038890.6615,33166394298.1778,33486259717.2597,33842902842.295,36323564395.061,36983561571.6607,33070068381.0608,32218324199.3617,35301443853.5999,38497270528.0591,39257146951.4663,40264221807.891,41979154403.6913,44090121325.0362,46058303793.3907,52172684158.1315,53716953561.0396,55013384302.0533,59551430696.9089,63722670290.7143,67529804621.1253,70148703937.5501,70432317807.999,68348423778.5115,,,
Egypt,EGY,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,28242460800.7685,28768673937.1841,29824139885.3989,33966060417.2372,33612995420.818,35482323202.8159,39250129791.3852,42184918765.0654,41949618275.6078,38436930592.095,42072127197.9226,45512634249.0174,50462770426.6632,55312893140.275,57605205337.1946,59452836785.6964,65969548299.8056,73141614103.6856,70774092802.3917,71423466901.5853,71231708273.1917,83358462449.3722,88297886416.8406,88743557935.5726,94876661184.2095,99414664034.543,103916268949.341,111623497713.238,116378175054.861,119971363118.996,125480241331.362,134980700424.314,136559849235.677,138148952492.305,139537988252.119,141114541882.4,153184055692.342,163255549165.976,168158302974.868,181140280282.947,187297525335.091,191699771153.456,199396404968.797,206240069822.623,213712330414.153,232321898000.624,243593589820.785,,,
El Salvador,SLV,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,10813434033.7312,11203796926.8336,12292756752.2897,13576308267.5062,14710711944.7001,15921140154.278,16067456049.4362,16737018303.348,17483985956.6587,17542918417.0393,17623599460.8179,17959026985.995,18234945869.6481,18375823890.671,18449903082.8419,19256801238.137,19956471513.4493,20487909980.5536,20393289099.3422,19358257679.8889,19391224556.8221,19525478502.4211,19105103200.0238,19250313374.4741,19535338426.6055,20154905156.3718,20417326089.8333,,,
Equatorial Guinea,GNQ,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871600024.49836,4249148613.71638,5175879910.35936,4642742620.69772,2786942309.99096,3798860347.35001,4558005883.49897,5284883467.76626,5979863159.25409,5582932840.26029,4887018100.10102,,,
Eritrea,ERI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,1236691054.83939,1413314987.5683,1391775626.47096,1516385221.41793,1638566044.0465,1707798570.4615,1700234517.49476,1673532562.27767,1827745137.3056,1842289066.95338,1848803864.92141,1949055115.94298,1884187659.61039,1809377735.90275,1798496331.54172,1626617129.10428,1791004108.15303,1857018943.14926,1496751901.99045,,,,,,,,
Estonia,EST,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10539460229.192,11250894422.1895,12070924518.5089,12994416147.3007,13947006165.2186,15633998016.9738,17185607154.0165,18553955559.5863,17860853002.8342,15274287335.1592,15254120132.5091,16823441153.6501,17629857214.9861,18365566426.0818,18859069399.6888,19202387439.7533,19773369252.6777,,,
Ethiopia,ETH,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22705551234.145,,,,,,,,,
Euro area,EMU,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,4474463707958.87,4642819056713.96,4878870582181.1,5154551540466.08,5175051979884.62,5134084374737.43,5377475811040.12,5532224943146.52,5753065328449.46,5939787250182.26,5934974438006.55,5857616857270.33,5896370949135.76,5989946713851.15,6128237033819.38,6282623593148.27,6614865875659.85,6821152094153.04,7137905848993.17,7406044037142.12,7675693339038.93,7845984818904.34,7969632341095.15,7898872053887.13,8082810179254.29,8308294873815.06,8457894599269.34,8688319476760.02,8974589849876.02,9254319521331.02,9495709750530.18,9666945908618.83,9752165989972.03,9845800619706.18,10117795318251.9,10228839786848.2,10551398521136.3,10850483251475.9,10718017756221.1,10298475548795.2,10473623742342.7,10545132001809,10389053581060.8,10387438743595.6,10549071655899.4,10817207364356.5,11079712662508.2,,,
Europe & Central Asia,ECA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,1303904883411.28,1141790689493.19,998052387534.627,985654949329.392,1090762534179.86,1139621457084.97,1148792095935.11,1232205994997.41,1382444173422.53,1389873236863.11,1459476276070.88,1570106392064.28,1777741952870.6,1954163380691.81,2164485879196.97,2460934401827.1,2608195109172.48,2272845148945.15,2488921751676.97,2728937574251.76,2838607458165.83,2940913823367.01,2992935582239.73,2967038598885.98,2928597957630.68,,,
Europe & Central Asia (all income levels),ECS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,6920129487050.69,7151544275199.33,7488623155998.53,7892625784288.13,7840024120728.96,7815666478284.84,8138919516820.52,8328598156613.03,8657479105427.75,8909588407719.29,8893312455425.71,8801173478123.81,8870053691831.44,9036054569745.27,9267733370785.37,9507725623616.59,9997070978095.54,10308664529615.9,10760003009562.1,11101863502766.3,11455213492869.1,11629893554109.1,11831041485148.1,11694294762584.6,11926536945211.6,12251559306889.7,12583201335118.8,13029528041633.2,13498001889498.4,13938424427003.2,14462845742871.1,14719121445667.4,14950353431211,15288652098557.2,15896102177504.6,16352239785199.5,16989808524324.6,17677562054056,17642774732597.9,16766607447647.2,17339577929064.2,17684362778692,17665764266977.4,17853040340887.1,18184040789968.1,18573656762103.6,18868181100210,,,
Europe & Central Asia (IDA & IBRD),TEC,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,1449516472020.39,1318937833656.61,1217281749232.58,1228657065306.53,1348230491052.55,1415950243012.38,1441033708391.9,1532643645829.94,1694316999648.79,1706044308332.95,1783922832202.06,1902159545978.9,2122850777041.41,2320027254317.45,2549764273109.67,2872490869982.56,3043411850191.78,2718866922570.84,2944574092605.66,3203647763909.39,3316122683302.24,3425487536088.61,3494288187524.61,3494016659044.74,3467796723120.22,,,
Europe and Central Asia (IFC classification),CEU,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Community,EEC,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,5895929272878.63,6089785668205.81,6378379046504.05,6721344109472.98,6673475646074.59,6650258608410.5,6927590879133.39,7090253230665.22,7374186658906.9,7588221914556.68,7564063471867.4,7468446571602.79,7530964555252.31,7677785540021.74,7864211724810.54,8066466303253.94,8500094197525.82,8777467047445.98,9181726109583.91,9489425858992.66,9778654879966.16,9939509646431.6,10108612758185.1,10102603992597.9,10443812248784.4,10756511794664.6,10977173982474.8,11340840454579.5,11777248494713.5,12120176420505,12467659300089.8,12718709959835,12892826306595.5,13103205776906.6,13489554037018.5,13734114822270.9,14145388680901.8,14564195235474.1,14425260398852.2,13859509581739.8,14161133070791,14282270741263.8,14132818977549.5,14211038557195.3,14493162210315.1,14893981177464.7,15257862378154.8,,,
Faeroe Islands,FRO,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2770146280.42018,,,,,,,,,
Finland,FIN,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,79585857901.0342,80317516159.0673,86193967555.3653,91852595736.1293,92380756120.2609,91341840552.0909,93354740619.8826,91687497070.5993,95124964389.5871,102720621261.423,105012942020.043,106520719788.629,109843654132.739,112503267217.112,117815325732.951,121268569113.708,126489564907.378,130606112597.638,139278544616.731,143105462555.313,139859391262.163,125815871181.942,118940339334.484,117058230285.04,125488869515.51,140181382916.865,144915051766.811,157067577052.259,167417939694.146,175525424062.987,182957304141.744,189079770356.55,191705843738.645,191022979249.552,199807255694.439,201638388393.366,208691116272.274,217869756057.328,215111799906.334,197536500241.614,203833350398.959,205655408907.234,200827690731.243,199517290331.495,200747030679.928,204661033721.465,209813300697.208,,,
Fragile and conflict affected situations,FCS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497922875133.837,,,,,,,,,
France,FRA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,936988378169.395,986127534843.106,1029691319860.21,1093271002563.13,1099434248957.78,1095116093448.96,1136486475776.83,1167432470599.03,1232847317819.32,1272960728138.42,1268412188614.45,1262558393038.08,1287003303679.49,1302341297238.33,1315658049588.66,1348144366767.34,1419873196945.56,1460241464269.32,1536156565599.63,1592951155953.12,1637103527430.26,1639844817104.74,1673549872415.87,1666966398747.72,1703642595897.36,1739591054761.76,1769603288800.24,1821519885096.7,1899350783718.89,1980132476271.45,2035246731508.32,2069297960475.66,2076662661502.97,2094657572072.25,2152880531672.25,2181689799564.21,2224430630609.04,2282100691160.89,2266833001862.39,2187617986609.64,2231506276848.79,2263167356226.01,2238020861281.14,2258296970797.98,2289173968379.01,2343228508924.77,2385906790869.19,,,
French Guiana,GUF,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,2118654824.26116,2358832995.67229,2184786641.63228,2472925833.02806,2688044765.96702,3564602094.89043,5467791135.01309,4329188661.33903,2827149372.46273,1354332521.24828,4021869342.88946,5738626103.33799,5811674055.11027,5716359505.00003,5919232267.95835,4704214287.19654,4161806202.36989,3018059079.57064,4239238780.84418,3706663231.04287,3255662081.54901,4099942470.3974,3535566379.56932,3089437615.38237,3625323776.138,3710887718.97177,3671449176.76995,4209719317.74885,4955603988.77034,4514654252.81028,4134090925.93245,5147242158.91386,5921272057.83664,5848917096.68734,5510145741.57602,6269203803.37935,6224524090.43174,6162854318.01972,6419696100.17823,6943100198.31888,7396150575.72238,8138739876.61261,9390658707.60173,10078566676.3973,11292559454.512,12285272769.3716,12444763505.7761,,,
"Gambia, The",GMB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593059277.492414,581209948.671701,574849042.126063,586530956.301328,613769508.637544,641826881.148121,686160511.629363,617482496.279391,635484052.391352,678613730.880269,687976983.020223,705960824.778006,735710495.871872,,,
Georgia,GEO,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9957815954.19809,,,,,,,,,
Germany,DEU,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,1345820070965.61,1389031523456.81,1448819489237.31,1514028907049.42,1502449789307.52,1490561874392.3,1561412642081.34,1612140450378.01,1679103724648.96,1722227678677.87,1707799853460.85,1678156534315.01,1670656756689.91,1708058263929.98,1755279185672.53,1799948590905.02,1899209391921.01,1939284762194.15,2024075141672.95,2091154950258.31,2206608960401.05,2289926438731.73,2347409538401.46,2312404244924.02,2366632060136.51,2408834462450.56,2426673285705.95,2452420862329.59,2501958994297.9,2549533622903.82,2586967867828.68,2624528235897.36,2623678432944.15,2617859131082.42,2701866955192.52,2708243405362.82,2827871087794.76,2911972498169.6,2892328686070.37,2775829904498.66,2873393146676.08,2973814797388.63,2972408881905.95,2991694492472.32,3058077091322.53,3145470163139.7,3216990701966.64,,,
Ghana,GHA,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20090921469.7561,20903308890.5665,22669068733.7444,22563263031.4617,24325461568.8757,26205478957.3304,26614253955.1817,29669518642.3591,27103815470.7297,29680100534.3098,29552478847.8219,,,
Gibraltar,GIB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,103419921439.434,111087855131.153,120558582962.517,128905914837.002,122579997868.324,128784734143.506,137192894603.948,142543690521.761,152005201315.399,156979087266.734,157218675826.204,157266016719.622,152671568341.421,149933630389.905,150167954246.456,152031178691.755,152668785599.488,153156329810.411,159818374000.795,165571422736.111,169202020660.915,176384805626.028,178656166315.058,176760649565.61,181910443443.685,185791923165.677,189642164416.449,198344689341.294,204579208410.64,207905024099.24,217245996542.679,226577975677.833,235170512217.163,245387312602.81,256158631943.908,260627182501.637,268802235246.001,275127377992.973,270304962871.915,259938708579.452,242626691254.436,214571302248.856,202640720560.192,195361303163.616,200726618505.307,201643629304.56,198381504217.786,,,
Greenland,GRL,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,GLP,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,11133554381.676,11751242139.9955,12556983948.5452,12804231521.121,13087069161.1784,14299818839.4115,16169315696.4255,16447086752.3177,16834122613.6395,17077729015.2826,17025938362.2027,16237450523.0985,16021368324.4572,16039412302.5084,15797242067.4316,16223328316.2364,16024437848.1323,16858891937.1621,17585387433.695,17727532293.6855,18915605581.9246,19467633149.717,20572747087.3475,21459029450.0925,22651335469.7005,23045182881.1919,24323300632.6879,25865122019.9872,26379904199.6994,26752288865.8147,27698413574.2754,28435332228.8551,28841934753.5017,29395890085.421,29931920435.0912,30986258284.6591,32508147610.4398,32967608165.6312,33946899530.1041,34556090336.8755,36128232247.3718,37505378989.6271,38867233733.5425,40449709219.3248,43602795412.7198,45553139024.8006,,,
Guinea,GIN,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280058979.28705,5090898011.65984,4705547493.7269,4490344521.18839,4937963911.09018,5370908246.16305,5564470450.94022,6162009979.22035,6461336386.68152,6602311559.97569,5988558090.99362,,,
Guinea-Bissau,GNB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543895808.48518,592465487.957084,614225112.871227,575946690.949836,611331700.637344,616497115.099782,624134859.314456,639344700.873458,665716759.795383,643142521.262495,714924703.369559,840060073.166927,743971807.106505,740383671.984945,838118272.377302,882923300.970803,895367344.469294,,,
Guyana,GUY,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993962323.79549,,,,,,,,,
Haiti,HTI,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,5071666861.98464,5339230338.84495,5411937486.71248,5984063713.10086,6768648341.88384,6446087404.46936,6356796252.51277,6002282243.25972,5913027444.24677,6168028464.31468,6182816183.59567,6574039558.07838,6390764137.2085,6741946442.53712,6254454290.76792,6582917043.88272,6819253171.29463,7209232931.6811,7358321930.58127,7709813951.85346,7818862760.63292,,,
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293636395840.662,310140248690.213,322190324615.159,343356610548.437,363665260161.137,375532946276.033,397442127525.201,420804019546.375,447408057972.861,475177811073.911,493911925611.592,,,
High income,HIC,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,13751805889674.4,14225900600201.4,15007309503596.5,15876573393385.4,15567125279253.5,15653052784887.7,16369633870583.6,16916939542916.6,17697716732463,18001817243892.5,17871853399014.9,18146410582346.4,18337309165415.1,18793041177102.5,19690024327973.7,20430571971732.6,21332947442606.3,22066282572829.5,23256062419075.9,23992745313104.5,24631043985398.3,25006235668159,25542563563468.5,25841113558389.3,26736826671811.3,27617495894199.3,28499487066377.4,29561150082914,30561882069782.2,31458728561819.2,32541029613378.1,33017988969795.4,33461486292175.2,34171215308863.7,35329166240050.8,36244820494232.1,37423198422948,38156566038148.5,37591878466366.3,36498446918346.2,37848021879499.9,38572841826934,39180523017890.2,39730977492853.6,40554606293304.2,41668901151013.4,42200750179156.6,,,
High income: nonOECD,NOC,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income: OECD,OEC,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,2018 Oct,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
